Level,Account ID,Account Name,App ID,App Name,AM Name,AM Region,Publisher Daily Spend ($),Adomain,Adomain Daily Spend ($),Estimated Uplift ($),IAB Codes,Internal Cat Codes,Blocked Cat Names,Block Type,Domain Blocked,Category Blocked,Blocked Cat Codes,Has Exemption,Exemption Details
account,68799f38babc2000110fe539,Duolingo,,,,,51089.77,20bet.com,6.84,0.08,IAB9,,,domain,True,False,,False,
account,69834b2ea3ac73e99b7077db,Teamsnap,,,,,5271.41,20bet.com,6.84,0.01,IAB9,,,domain,True,False,,False,
account,6863fe9df000940011f80bcb,Chesscom LLC,,,,,4368.47,20bet.com,6.84,0.01,IAB9,,,domain,True,False,,False,
account,68f9f5db75ceafc7a8ee6155,LiveScore,,,,,1978.07,20bet.com,6.84,0.0,IAB9,,,domain,True,False,,False,
account,5b975fcedc73276356309362,OAKEVER GAMES PTE LTD,,,,,205458.71,22bet.co.ke,248.98,10.31,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,606c7bac7a37680015801ad8,jiayou,633549fb3901c096a37b2893,Block Juggle—GP,,,73570.5,22bet.co.ke,248.98,4.08,"IAB9,IAB9-7",V1-6,,domain,True,False,,False,
account,68799f38babc2000110fe539,Duolingo,,,,,51089.77,22bet.co.ke,248.98,2.56,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,67c01767cc8ae200116e5d00,Skywork AI PTELTD,689b0fdef369593cb0e287e9,FreeReels-安卓,,,39398.86,22bet.co.ke,248.98,1.98,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,5d3a5de9ddc71000189c7a84,"Shanghai Linguan Data Co., Ltd.",,,,,27886.52,22bet.co.ke,248.98,1.4,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,66f36da16f113e0011999ff8,Meitu China,,,,,24584.12,22bet.co.ke,248.98,1.23,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,64c3551f1e5137001122d418,BYTEDANCE PTE LTD,,,,,21052.62,22bet.co.ke,248.98,1.06,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,69379d46192ce0aadaecc874,Particle Media Inc,69437e6fed3b627e3079edb8,NewsBreak: Local News & Alerts,,,20734.58,22bet.co.ke,248.98,1.04,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,5b1526a7de961d3317b1d475,X-FLOW LTD,,,,,19213.74,22bet.co.ke,248.98,0.96,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,65532f6b6cdf5900118d1f51,STORYMATRIX PTE LTD,,,,,13494.6,22bet.co.ke,248.98,0.68,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,5efeed113191d60018f0f4e0,LY Corporation,,,,,13491.98,22bet.co.ke,248.98,0.68,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,64075f57d6da1900141e5aba,Code Dish GmbH,,,,,11682.04,22bet.co.ke,248.98,0.59,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,67b5b2c077bd1c00117b9adc,Sofa IT doo,,,,,11321.77,22bet.co.ke,248.98,0.57,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,5c52bd6ffbeb402419bef87d,SYBO Games,,,,,9010.28,22bet.co.ke,248.98,0.45,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,680748860437920011951532,BeSoccer,,,,,7540.87,22bet.co.ke,248.98,0.38,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,5aafdd4a0520357fabf54aa6,Badoo,5aafe5c62567717fa575bfc1,Badoo - The Dating App,,,7054.85,22bet.co.ke,248.98,0.35,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,5d8880f1444f7200181b5e1d,Lihuhu,,,,,6699.63,22bet.co.ke,248.98,0.34,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,69834b2ea3ac73e99b7077db,Teamsnap,,,,,5271.41,22bet.co.ke,248.98,0.26,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,5e3692d21cd3cb0018dd4329,SuperSonic Studios,,,,,5156.38,22bet.co.ke,248.98,0.26,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,677cecb33b9ea20011273987,Gravity Labs,,,,,5014.63,22bet.co.ke,248.98,0.25,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,6863fe9df000940011f80bcb,Chesscom LLC,,,,,4368.47,22bet.co.ke,248.98,0.22,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,561e8d956b8d90f61a003365,Fingersoft Oy,,,,,3854.39,22bet.co.ke,248.98,0.19,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,561e8d936b8d90f61a00134a,Veraxen Ltd,524ad17f92fcd29365000006,Jigsaw Collection HD,,,3443.48,22bet.co.ke,248.98,0.17,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,65e71ba517069f0011a36cfa,Rounds,,,,,3421.73,22bet.co.ke,248.98,0.17,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,5d130cdf37472100170775e1,Puzzle1Studio,,,,,3246.32,22bet.co.ke,248.98,0.16,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,643d1561e09b08001442e672,Sliide,,,,,3129.23,22bet.co.ke,248.98,0.16,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,561e8d936b8d90f61a001260,MAG Interactive,,,,,3089.8,22bet.co.ke,248.98,0.15,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,59bbfb5389df7b9d3b000840,Trebel Music,,,,,3005.02,22bet.co.ke,248.98,0.15,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,630d8dbfb1095d001bb0f04a,Bitsmedia Pte Ltd,,,,,2940.68,22bet.co.ke,248.98,0.15,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,602ad40427689c0015fb2d9e,PhotoCircle Inc.,,,,,2816.29,22bet.co.ke,248.98,0.14,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,668fb233514c00001146f038,Free VPN Planet SRL,,,,,2758.7,22bet.co.ke,248.98,0.14,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,641d8986be2b36001370ca2a,Mackolik,,,,,2748.7,22bet.co.ke,248.98,0.14,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,57fb4876297c8ce634000039,AbiGroup,,,,,2736.86,22bet.co.ke,248.98,0.14,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,5a53889945eaab512501251e,AddApptr GmbH,627a7fad9a5916612c6cb77e,IT-PM_Futbin_iOS,,,2708.89,22bet.co.ke,248.98,0.14,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,561e8d946b8d90f61a00183b,"Big Blue Bubble, Inc.",,,,,2701.59,22bet.co.ke,248.98,0.14,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,561e8d966b8d90f61a0033c4,Moon Active,6874fa4e61fad0cbc8862a9e,Hole Stars,,,2673.03,22bet.co.ke,248.98,0.13,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,64b7f29fcca9af0011fd585d,Sonderads,,,,,2655.44,22bet.co.ke,248.98,0.13,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,604ec2ae5a93950016a63fdd,"Gstarsoft Co.,ltd",,,,,2582.86,22bet.co.ke,248.98,0.13,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,56d55c72562b9c353800000d,Voodoo,6623f108853bc6953cc5709d,BeReal iOS,,,2388.85,22bet.co.ke,248.98,0.12,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,59e4bb543f0fa9a20900afa3,TabTale LTD,641854429091f900e1111e9a,Glow: Fashion Idol iOS_CL,,,2381.61,22bet.co.ke,248.98,0.12,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,60c71d9d6b22ac0017d0bca4,AnyMind Group,,,,,2341.64,22bet.co.ke,248.98,0.12,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,5fc7301f7a7f0200153979c7,Aged Studio Limited,,,,,2269.61,22bet.co.ke,248.98,0.11,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,6376f00f3d02dc001b2940b6,MICHAT PTE. LIMITED,,,,,2161.51,22bet.co.ke,248.98,0.11,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,68f9f5db75ceafc7a8ee6155,LiveScore,,,,,1978.07,22bet.co.ke,248.98,0.1,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,561e8d956b8d90f61a0030cf,Ketchapp,,,,,1857.43,22bet.co.ke,248.98,0.09,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,66aafef7514c00001147c0c9,FARSUN PTE LTD,,,,,1663.8,22bet.co.ke,248.98,0.08,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,561e8d956b8d90f61a0026fb,Gametion,,,,,1550.37,22bet.co.ke,248.98,0.08,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,60013911308f3f00157538f4,"Wonder Kingdom Co., Limited",,,,,1478.69,22bet.co.ke,248.98,0.07,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,67e466df11985900110edd85,Activision Blizzard Media,,,,,1255.74,22bet.co.ke,248.98,0.06,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,6788b18b06da640011023eaf,Transsion OEM,678a0872a18672e70722ee72,palmplaystore,,,1181.3,22bet.co.ke,248.98,0.06,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,680ef700e2291a001165c3eb,HK01 Company Limited,,,,,1066.94,22bet.co.ke,248.98,0.05,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,57c05f735b2bd4fa24000030,Severex,,,,,1055.13,22bet.co.ke,248.98,0.05,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,64219c0480513f00143dbdc5,Match en Direct,,,,,1006.84,22bet.co.ke,248.98,0.05,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,5a6f56062c250d182f0056f3,Kwalee Ltd,,,,,960.59,22bet.co.ke,248.98,0.05,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,62ea666c62b76e001b3eca4f,LLC East-Games,,,,,927.24,22bet.co.ke,248.98,0.05,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,5a9d60d3b1c1666c2e0056ba,Homa Games,,,,,924.14,22bet.co.ke,248.98,0.05,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,6297c4bc012073001b3df035,Yandex Inc.,69297e78b88dcb4daa968fa5,tds-easyapp_com-anoshenko-android-solitaires,,,899.98,22bet.co.ke,248.98,0.05,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,57738b4fc76658df57000069,Hipster Whale,,,,,859.95,22bet.co.ke,248.98,0.04,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,686c8b9cf56dd70011f46f36,株式会社MIXI,,,,,853.13,22bet.co.ke,248.98,0.04,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,59edd2fb2410479748002dd0,Free Block Puzzle Games Inc.,,,,,837.38,22bet.co.ke,248.98,0.04,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,561e8d966b8d90f61a003414,Scopely,579c0497be7334703a000072,Wheel of Fortune - iOS,,,784.72,22bet.co.ke,248.98,0.04,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,5ed79bc0705d4100103d3ecd,Dramaton LTD,,,,,784.32,22bet.co.ke,248.98,0.04,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,5f6830b5352f2900152f8a5a,Playspare,,,,,775.39,22bet.co.ke,248.98,0.04,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,63b3f932d7c5be001b86305f,hmbl,,,,,770.76,22bet.co.ke,248.98,0.04,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,5e66975545dc130017c52cb8,2K,,,,,743.79,22bet.co.ke,248.98,0.04,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,6297c4bc012073001b3df035,Yandex Inc.,691db66d63ddd979c47b5da1,yurihead_com-infoshell-recradio,,,707.53,22bet.co.ke,248.98,0.04,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,59e4bb543f0fa9a20900afa3,TabTale LTD,5c8661882c668752470f7fc5,Amaze iOS_CL,,,703.65,22bet.co.ke,248.98,0.04,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,561e8d936b8d90f61a0011da,Tactile Entertainment,,,,,700.43,22bet.co.ke,248.98,0.04,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,561e8d956b8d90f61a0028f7,Nexters Global LTD,,,,,680.12,22bet.co.ke,248.98,0.03,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,561e8d946b8d90f61a002087,Rovio,651283dcb30c764e0a120808,Angry Birds Dream Blast (Spender),,,675.42,22bet.co.ke,248.98,0.03,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,652f4f00b1392d0011254667,杭州视洞科技有限公司,,,,,636.54,22bet.co.ke,248.98,0.03,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,67bda2410543d20011d5130f,Yalla Group,,,,,634.07,22bet.co.ke,248.98,0.03,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,6788b18b06da640011023eaf,Transsion OEM,6791e248ffda0af1dd8c4549,moviebox,,,633.0,22bet.co.ke,248.98,0.03,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,561e8d936b8d90f61a000cd1,InnoGames GmbH,,,,,623.45,22bet.co.ke,248.98,0.03,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,65cb5af6a3d8e1001191d9d7,GameDuell GmbH,,,,,607.84,22bet.co.ke,248.98,0.03,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,561e8d966b8d90f61a0033c4,Moon Active,6963b8c8a37bf42bb0723c32,Jelly Busters iOS,,,585.69,22bet.co.ke,248.98,0.03,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,649435c2b588d00011c1b496,Rebel Family,,,,,585.1,22bet.co.ke,248.98,0.03,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,5746d3108e99b7da740000ad,MotionVolt Game Ltd,,,,,580.53,22bet.co.ke,248.98,0.03,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,561e8d956b8d90f61a003219,"Appodeal, Inc.",5912fb91085bcd9d5d00102a,com.MadOut.BIG/74079,,,530.41,22bet.co.ke,248.98,0.03,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,60c71d9d6b22ac0017d0bca4,AnyMind Group,685bd663e06142e32ada8192,VN_Interlink_Android,,,521.61,22bet.co.ke,248.98,0.03,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,65088cbbc79cc700111adcc5,Puzzlecats,,,,,510.69,22bet.co.ke,248.98,0.03,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,6788b18b06da640011023eaf,Transsion OEM,68ec648fbea871f372009b41,XOS Launcher Split,,,495.92,22bet.co.ke,248.98,0.02,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,5fb510aa8072bf0015d8d59d,Tap2Play LLC,60a4d2c2cf4957c21093d8b5,CMS_IOS_Count Masters,,,486.11,22bet.co.ke,248.98,0.02,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,57ea2d4eded16aa12b0000ab,SuperBOX,,,,,478.74,22bet.co.ke,248.98,0.02,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,5fb510aa8072bf0015d8d59d,Tap2Play LLC,60e41f4d76d07ccbb31c2f6f,FTR_ANDROID_Fidget Trading,,,474.28,22bet.co.ke,248.98,0.02,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,59e4bb543f0fa9a20900afa3,TabTale LTD,5fa952a8447cc63a415502da,Phone Case DIY iOS_CL,,,458.87,22bet.co.ke,248.98,0.02,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,5c2e46140360b14200b6259c,Super Free Games,5c9a92cf986bfc0017807c86,Word Collect iOS,,,449.18,22bet.co.ke,248.98,0.02,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,68a733e9213ed4ecfa1fad75,CASHGRAIL PRIVATE LIMITED,,,,,437.65,22bet.co.ke,248.98,0.02,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,561e8d966b8d90f61a0033c4,Moon Active,689afb00a1e0ba6b5d6a0fa7,Merge Hotel Empire: Design,,,396.41,22bet.co.ke,248.98,0.02,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,561e8d946b8d90f61a0017d9,Zentertain,59ce09fca81a003c170009ae,Wort Guru,,,391.18,22bet.co.ke,248.98,0.02,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,56c3a378adccd1cb7e00000a,Zynga,5ea35a7efbd5250001dec930,Harry Potter,,,390.77,22bet.co.ke,248.98,0.02,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,561e8d946b8d90f61a002087,Rovio,6512ae485551fd9849db8def,Angry Birds Dream Blast (Spender),,,387.4,22bet.co.ke,248.98,0.02,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,561e8d966b8d90f61a0033c4,Moon Active,57173acc4e8b174875000026,My Cafe Android,,,357.66,22bet.co.ke,248.98,0.02,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,6228871f2435180014928c15,madarsoft,,,,,354.02,22bet.co.ke,248.98,0.02,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,57161e4b90ba5de06e000059,OFFICE CREATE Corp.,,,,,335.75,22bet.co.ke,248.98,0.02,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,5ac21c1686dad73ecbc17757,NORTH STAR,,,,,335.45,22bet.co.ke,248.98,0.02,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,637bfae8059dbe0014b199dc,Naver Z Corporation,,,,,329.8,22bet.co.ke,248.98,0.02,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,56d55c72562b9c353800000d,Voodoo,62154ba2c1aeb964ddda691c,Wizz - Make new friends - iOS,,,328.32,22bet.co.ke,248.98,0.02,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,673ed5063800780011af0611,Image Future Investment (HK) Limite,,,,,327.82,22bet.co.ke,248.98,0.02,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,5981a22bcf89a5b87f001edf,ROCKETADS LTD BV,67b554672363a440422ff5b1,Grus - Fashion Impress iOS,,,322.11,22bet.co.ke,248.98,0.02,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,64be49e17c1dd00011cb052e,LolTap,,,,,310.17,22bet.co.ke,248.98,0.02,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,6247027c20721a0018bb6528,First Touch Games,64787b6711f74ed45246d310,Score! Hero,,,300.07,22bet.co.ke,248.98,0.02,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,6951f51a84cdc295ad688303,NExT Initiatives Limited,,,,,293.04,22bet.co.ke,248.98,0.01,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,6788b18b06da640011023eaf,Transsion OEM,6895ab291e65eaa858e986e8,Phonemaster,,,273.42,22bet.co.ke,248.98,0.01,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,561e8d976b8d90f61a00402a,Gameloft - Master Account,5873ca9f3a2fdbe202000596,Disney Magic Kingdoms,,,272.61,22bet.co.ke,248.98,0.01,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,57ab0b38c6ebd5c83300007e,Good Job Games (Azur),,,,,266.9,22bet.co.ke,248.98,0.01,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,6852951e892f9d0011d467c1,Tencent Music,,,,,260.61,22bet.co.ke,248.98,0.01,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,5f740e1f612b1a001509a07e,TP Entertainment,,,,,248.84,22bet.co.ke,248.98,0.01,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,68415e707dd0f900116754fe,HelloTalk,,,,,241.03,22bet.co.ke,248.98,0.01,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,5e66975545dc130017c52cb8,2K,5e7e2bcf298b770001f9f92b,WWE SuperCard – Multiplayer Card Battle Game Android,,,240.46,22bet.co.ke,248.98,0.01,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,6788b18b06da640011023eaf,Transsion OEM,678a007052e0399f6534ab63,XOS Launcher,,,236.07,22bet.co.ke,248.98,0.01,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,5a8bdb7eee07eaab7100113a,Noktacom Media Corp.,,,,,226.19,22bet.co.ke,248.98,0.01,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,58fb280c667e4279600004a9,GD4Kids,,,,,224.95,22bet.co.ke,248.98,0.01,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,561e8d936b8d90f61a00139e,Yodo1,,,,,213.38,22bet.co.ke,248.98,0.01,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,561e8d976b8d90f61a003e2e,Murka,56348466dcec046847000033,Scatter Slots Murka Android,,,213.29,22bet.co.ke,248.98,0.01,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,6863d0817b40620011280a68,MYNET INTERNET TEKNOLOJI AS,,,,,211.97,22bet.co.ke,248.98,0.01,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,5fb510aa8072bf0015d8d59d,Tap2Play LLC,63ff72c440f9e74e6c22fc38,SHO_ANDROID_Shoot It,,,183.73,22bet.co.ke,248.98,0.01,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,561e8d936b8d90f61a00134a,Veraxen Ltd,671107b44e4ec015241367ad,Goods Sort Andr,,,181.76,22bet.co.ke,248.98,0.01,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,5eb538be15474a0017ff985f,DEVGAME OU,,,,,181.37,22bet.co.ke,248.98,0.01,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,65afbcd2dc68e70011e13631,Revani Limited,,,,,179.33,22bet.co.ke,248.98,0.01,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,561e8d976b8d90f61a003f63,smartstudy,,,,,175.94,22bet.co.ke,248.98,0.01,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,62e1450f4dbc53001a4249eb,BLUE HAT FZE LLC,,,,,173.77,22bet.co.ke,248.98,0.01,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,561e8d946b8d90f61a001926,WB Games,5e67195e73dde7000173d596,Mortal Kombat Android,,,166.94,22bet.co.ke,248.98,0.01,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,69ceb9e50e0891e59aa188ce,Candlelight Games Inc,,,,,151.54,22bet.co.ke,248.98,0.01,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,5ca2413d406d8e001260b34f,Coeur de Jeu,5ca241748936930019f2e166,Dazzly,,,144.57,22bet.co.ke,248.98,0.01,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,59e4bb543f0fa9a20900afa3,TabTale LTD,66c7102a18a521b865426011,Bus Frenzy,,,124.53,22bet.co.ke,248.98,0.01,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,5eecaeaded99620015f97c0c,Maglab Oyun Teknolojileri Bilişim Yazılım Tasarım Yay. Tic. A.Ş,,,,,113.57,22bet.co.ke,248.98,0.01,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,5fb510aa8072bf0015d8d59d,Tap2Play LLC,624452e28ddaecca4dff7afc,CRO_ANDROID_Crazy Office,,,106.89,22bet.co.ke,248.98,0.01,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,66d03ee46f113e0011988b4d,Ömer Sina Ceylan,,,,,100.39,22bet.co.ke,248.98,0.01,"IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,68799f38babc2000110fe539,Duolingo,,,,,51089.77,22bet.com,27.24,0.31,IAB17,,,domain,True,False,,False,
account,680748860437920011951532,BeSoccer,,,,,7540.87,22bet.com,27.24,0.05,IAB17,,,domain,True,False,,False,
