pub_account,pub_account_id,region,am_name,pub_app,pub_app_id,pub_market_id,pub_daily_spend,missing_combo,domain,rtb_account_id,country,combo_daily_spend,network_share,est_uplift_daily,exempted_combo_count,total_combos
SuperSonic Studios,5e3692d21cd3cb0018dd4329,EMEA,Beth Taylor-Lowen,Going Balls,5fa029b49f4c0275a7cf1372,1499081620,771.2801,Combo7,casino.draftkings.com,602442ef9f0893001526406b,US,1225.3136,0.00027439,0.2116,4,10
Bluetile Games,64803209bfd9aa0011593484,EMEA,Tori Edwards,Solitaire - The #1 Card Game,6526703e4168a1c19383dcff,1578681725,719.1781,Combo6,draftkings.com,5f6413c9612b1a0015099993,CA,1296.3796,0.0002903,0.2088,6,10
LOTUM Media GmbH,561e8d936b8d90f61a0014ca,EMEA,Hadil Salameh,4 Pics 1 Word iOS,5130b34aff10712a34000051,595558452,1732.9825,Combo9,draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,537.4353,0.00012035,0.2086,6,10
GeoTechnologies Inc.,5f45fb2f150074001547df11,APAC,Nam Trinh,トリマ-移動するだけでポイントが貯まる,5f45ffa82f1f7c000130fe19,1502193377,2510.4773,Combo10,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,365.6717,8.189e-05,0.2056,4,10
Aged Studio Limited,5fc7301f7a7f0200153979c7,APAC,Seven Tu,Aged Solitaire GP,67d553af916355d36b9391fc,com.agedstudio.card.solitaire.klondike,771.6683,Combo8,draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,1178.8851,0.00026399,0.2037,4,10
SuperSonic Studios,5e3692d21cd3cb0018dd4329,EMEA,Beth Taylor-Lowen,Going Balls,5fa029b49f4c0275a7cf1372,1499081620,771.2801,Combo8,draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,1178.8851,0.00026399,0.2036,4,10
LLC East-Games,62ea666c62b76e001b3eca4f,EMEA,Kseniia Fesenko,Tanks Blitz,62f1051ffaf12b2a7ad9a1d1,com.tanksblitz,739.3919,Combo7,casino.draftkings.com,602442ef9f0893001526406b,US,1225.3136,0.00027439,0.2029,4,10
Lihuhu,5d8880f1444f7200181b5e1d,APAC,Nam Trinh,Match Triple,61405fa047e8ae6d60071605,1530876832,698.5963,Combo6,draftkings.com,5f6413c9612b1a0015099993,CA,1296.3796,0.0002903,0.2028,4,10
Bluetile Games,64803209bfd9aa0011593484,EMEA,Tori Edwards,Word Search - Word Puzzle Game,64a41f5638325e04da4db2f3,com.playvalve.wsjourney,698.0834,Combo6,draftkings.com,5f6413c9612b1a0015099993,CA,1296.3796,0.0002903,0.2027,6,10
Bluetile Games,64803209bfd9aa0011593484,EMEA,Tori Edwards,Yatzy - Fun Classic Dice Game,649fd139847c940a560e47aa,com.playvalve.yatzy,730.9495,Combo7,casino.draftkings.com,602442ef9f0893001526406b,US,1225.3136,0.00027439,0.2006,6,10
Bluetile Games,64803209bfd9aa0011593484,EMEA,Tori Edwards,Dominoes Master: Classic Game,66cd6740334673785d02ece9,6467129396,683.7022,Combo6,draftkings.com,5f6413c9612b1a0015099993,CA,1296.3796,0.0002903,0.1985,6,10
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Pixel Art - Color by Number,5a167dd1d0d008d90400a61d,1274972321,1640.7307,Combo9,draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,537.4353,0.00012035,0.1975,4,10
Bluetile Games,64803209bfd9aa0011593484,EMEA,Tori Edwards,Solitaire - The #1 Card Game,6526703e4168a1c19383dcff,1578681725,719.1781,Combo7,casino.draftkings.com,602442ef9f0893001526406b,US,1225.3136,0.00027439,0.1973,6,10
Playsimple Games,568b8cb3bb2089a80600000a,Americas,Rutvij Jadav,Tile Match -Triple puzzle game,64ee188a4ca99f72ba7c5d70,in.playsimple.triple.tile.matchgame.pair.three.puzzle.object.royale,1639.763,Combo9,draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,537.4353,0.00012035,0.1973,4,10
Veraxen Ltd,561e8d936b8d90f61a00134a,EMEA,Kseniia Fesenko,Jigsaw Collection HD,524ad17f92fcd29365000006,642831690,1626.5089,Combo9,draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,537.4353,0.00012035,0.1957,4,10
LLC East-Games,62ea666c62b76e001b3eca4f,EMEA,Kseniia Fesenko,Tanks Blitz,62f1051ffaf12b2a7ad9a1d1,com.tanksblitz,739.3919,Combo8,draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,1178.8851,0.00026399,0.1952,4,10
Voodoo,56d55c72562b9c353800000d,EMEA,Hadil Salameh,Aquapark.io,5cd9793d9ccc2b0012438b7c,1453989822,710.5107,Combo7,casino.draftkings.com,602442ef9f0893001526406b,US,1225.3136,0.00027439,0.195,8,10
Scopely,561e8d966b8d90f61a003414,Americas,Natalie Kenyon,New YAHTZEE® With Buddies,5915396ce3b1195326000413,1206967173,705.3155,Combo7,casino.draftkings.com,602442ef9f0893001526406b,US,1225.3136,0.00027439,0.1935,4,10
Code Dish GmbH,64075f57d6da1900141e5aba,EMEA,Hadil Salameh,PiggyKingdom,65802019356fbd1f45ff6c6f,com.olleyo.piggy.king.free,732.502,Combo8,draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,1178.8851,0.00026399,0.1934,6,10
Mattel163 Limited,5b0fc58f19829714e5ad0d2f,APAC,Aria Gao,Skip-Bo iOS,60891c6075dd9017131842c0,1538912205,663.0106,Combo6,draftkings.com,5f6413c9612b1a0015099993,CA,1296.3796,0.0002903,0.1925,6,10
Code Dish GmbH,64075f57d6da1900141e5aba,EMEA,Hadil Salameh,Tile Match - Match Puzzle Game,63ff39ab1e40c644de13073f,6444056676,1595.8747,Combo9,draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,537.4353,0.00012035,0.1921,6,10
Lihuhu,5d8880f1444f7200181b5e1d,APAC,Nam Trinh,Match Triple,61405fa047e8ae6d60071605,1530876832,698.5963,Combo7,casino.draftkings.com,602442ef9f0893001526406b,US,1225.3136,0.00027439,0.1917,4,10
Bluetile Games,64803209bfd9aa0011593484,EMEA,Tori Edwards,Word Search - Word Puzzle Game,64a41f5638325e04da4db2f3,com.playvalve.wsjourney,698.0834,Combo7,casino.draftkings.com,602442ef9f0893001526406b,US,1225.3136,0.00027439,0.1915,6,10
Voodoo,56d55c72562b9c353800000d,EMEA,Hadil Salameh,Hole.io,5f5ba15b8b44650001cad5b7,1389111413,1588.1584,Combo9,draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,537.4353,0.00012035,0.1911,4,10
FotMob AS,66e0182c82571e00117d2acb,EMEA,Louis Wallworth,FotMob iOS,66e0363553834547abf558a2,488575683,1584.5514,Combo9,draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,537.4353,0.00012035,0.1907,4,10
Mattel163 Limited,5b0fc58f19829714e5ad0d2f,APAC,Aria Gao,Phase 10 Android,5d81cc3fe412d000189dc34b,com.mattel163.phase10,1583.0986,Combo9,draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,537.4353,0.00012035,0.1905,4,10
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Easy Words GP,64f9e2ac8fb8ac04ca897cd1,com.easybrain.word.puzzle.game,2316.8434,Combo10,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,365.6717,8.189e-05,0.1897,4,10
Bluetile Games,64803209bfd9aa0011593484,EMEA,Tori Edwards,Dominoes Master: Classic Game,66cd6740334673785d02ece9,6467129396,683.7022,Combo7,casino.draftkings.com,602442ef9f0893001526406b,US,1225.3136,0.00027439,0.1876,6,10
HIGAME Jsc,62664065ca13b50011fb00a2,APAC,Nam Trinh,Milk Tea iDrink Joke,666979901c5137fed0edf34e,6444123306,1551.55,Combo9,draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,537.4353,0.00012035,0.1867,2,10
Puzzle1Studio,5d130cdf37472100170775e1,APAC,Ives Cui,Bubble Pop Origin! Puzzle Game,5de4583d2510a20017316fb9,1487907763,679.9213,Combo7,casino.draftkings.com,602442ef9f0893001526406b,US,1225.3136,0.00027439,0.1866,4,10
Scopely,561e8d966b8d90f61a003414,Americas,Natalie Kenyon,New YAHTZEE® With Buddies,5915396ce3b1195326000413,1206967173,705.3155,Combo8,draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,1178.8851,0.00026399,0.1862,4,10
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Sudoku Killer iOS,5e84a5d1ce415a000187164f,1505735640,1530.1728,Combo9,draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,537.4353,0.00012035,0.1842,4,10
FALCON GLOBAL LTD.,5a57133a3610bbb671016ff3,APAC,Nam Trinh,Goods Sorting: Match 3 Puzzle PM_1945,660a20c0c5f237ebf7b4ac68,com.fc.goods.sort.matching.puzzle.triplemaster,2243.5693,Combo10,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,365.6717,8.189e-05,0.1837,2,10
Gravity Labs,677cecb33b9ea20011273987,APAC,Ives Cui,moneywalk_AOS,677e35a5d7a0b145879b00a7,com.tracerofficial,2237.4241,Combo10,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,365.6717,8.189e-05,0.1832,6,10
HITAPPS GAMES LTD,6021599b8b3e5600159fcc76,EMEA,Beth Taylor-Lowen,Connect Words Android,66101aeac0c070078a9775cf,com.hitappsgames.connectwords,665.0986,Combo7,casino.draftkings.com,602442ef9f0893001526406b,US,1225.3136,0.00027439,0.1825,4,10
Code Dish GmbH,64075f57d6da1900141e5aba,EMEA,Hadil Salameh,Dream Island - Match 3 Games,647dbe0bb7a4c97fb3997264,com.dream.free.games.match3,2227.9975,Combo10,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,365.6717,8.189e-05,0.1824,6,10
Mattel163 Limited,5b0fc58f19829714e5ad0d2f,APAC,Aria Gao,Skip-Bo iOS,60891c6075dd9017131842c0,1538912205,663.0106,Combo7,casino.draftkings.com,602442ef9f0893001526406b,US,1225.3136,0.00027439,0.1819,6,10
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Art Puzzle - iOS,5ef316979c3a0300015b0a03,1519174001,2211.0834,Combo10,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,365.6717,8.189e-05,0.1811,4,10
Scopely,561e8d966b8d90f61a003414,Americas,Natalie Kenyon,Wheel of Fortune - iOS,579c0497be7334703a000072,898040123,657.6067,Combo7,casino.draftkings.com,602442ef9f0893001526406b,US,1225.3136,0.00027439,0.1804,8,10
Puzzle1Studio,5d130cdf37472100170775e1,APAC,Ives Cui,Bubble Pop Origin! Puzzle Game,5de4583d2510a20017316fb9,1487907763,679.9213,Combo8,draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,1178.8851,0.00026399,0.1795,4,10
INJOY TECHNOLOGY PTE.LTD.,5f687c6436ca1e0016d5fd6d,APAC,Seven Tu,SHAREit,64db6180d4592a1f1c806bde,725215120,1482.4063,Combo9,draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,537.4353,0.00012035,0.1784,4,10
Scopely,561e8d966b8d90f61a003414,Americas,Natalie Kenyon,New YAHTZEE® With Buddies – Fun Game for Friends,591539d970abb44126000394,com.scopely.yux,649.5941,Combo7,casino.draftkings.com,602442ef9f0893001526406b,US,1225.3136,0.00027439,0.1782,8,10
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Pixel Art: Create by Number,5b61c1d3a5eacf3ee67a792c,com.europosit.pixelcoloring,2173.309,Combo10,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,365.6717,8.189e-05,0.178,4,10
HITAPPS GAMES LTD,6021599b8b3e5600159fcc76,EMEA,Beth Taylor-Lowen,Connect Words Android,66101aeac0c070078a9775cf,com.hitappsgames.connectwords,665.0986,Combo8,draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,1178.8851,0.00026399,0.1756,4,10
SYBO Games,5c52bd6ffbeb402419bef87d,EMEA,Louis Wallworth,Subway Surfers (Non-COPPA),5e4e6838246d020018f1e653,com.kiloo.subwaysurf,2143.2636,Combo10,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,365.6717,8.189e-05,0.1755,4,10
Dots,561e8d976b8d90f61a004735,EMEA,Louis Wallworth,Twdots Android,5b7c63748734f02f83929e90,com.weplaydots.twodotsandroid,635.4355,Combo7,casino.draftkings.com,602442ef9f0893001526406b,US,1225.3136,0.00027439,0.1744,4,10
Bluetile Games,64803209bfd9aa0011593484,EMEA,Tori Edwards,Water Sortpuz,64e4c1ec575deb9efd61dafb,1615960653,594.5179,Combo6,draftkings.com,5f6413c9612b1a0015099993,CA,1296.3796,0.0002903,0.1726,6,10
Gravity Labs,677cecb33b9ea20011273987,APAC,Ives Cui,Moneywalk_iOS,677cf457a18672e70722b88f,1638253339,1417.9879,Combo9,draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,537.4353,0.00012035,0.1707,6,10
Bluetile Games,64803209bfd9aa0011593484,EMEA,Tori Edwards,Spades Stars,65ba16acd5857e078ac1c087,6467129657,581.0344,Combo6,draftkings.com,5f6413c9612b1a0015099993,CA,1296.3796,0.0002903,0.1687,6,10
Playsimple Games,568b8cb3bb2089a80600000a,Americas,Rutvij Jadav,PlaySimple Cryptogram,66e16cd7d7770a6a369725c3,in.playsimple.cryptogram,614.3112,Combo7,casino.draftkings.com,602442ef9f0893001526406b,US,1225.3136,0.00027439,0.1686,4,10
Dots,561e8d976b8d90f61a004735,EMEA,Louis Wallworth,Twdots Android,5b7c63748734f02f83929e90,com.weplaydots.twodotsandroid,635.4355,Combo8,draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,1178.8851,0.00026399,0.1677,4,10
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,Jigsawcard iOS,69154b0b1de7be35146a52bd,6754900673,2000.8595,Combo10,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,365.6717,8.189e-05,0.1638,2,10
Severex,57c05f735b2bd4fa24000030,,Sales Ops,figgerits,63246d89d3a73abffd99d98b,1636821805,595.6902,Combo7,casino.draftkings.com,602442ef9f0893001526406b,US,1225.3136,0.00027439,0.1634,4,10
Bluetile Games,64803209bfd9aa0011593484,EMEA,Tori Edwards,Water Sortpuz,64e4c1ec575deb9efd61dafb,1615960653,594.5179,Combo7,casino.draftkings.com,602442ef9f0893001526406b,US,1225.3136,0.00027439,0.1631,6,10
Playsimple Games,568b8cb3bb2089a80600000a,Americas,Rutvij Jadav,PlaySimple Cryptogram,66e16cd7d7770a6a369725c3,in.playsimple.cryptogram,614.3112,Combo8,draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,1178.8851,0.00026399,0.1622,4,10
Bluetile Games,64803209bfd9aa0011593484,EMEA,Tori Edwards,Spades Stars,65ba16acd5857e078ac1c087,6467129657,581.0344,Combo7,casino.draftkings.com,602442ef9f0893001526406b,US,1225.3136,0.00027439,0.1594,6,10
Severex,57c05f735b2bd4fa24000030,,Sales Ops,figgerits,63246d89d3a73abffd99d98b,1636821805,595.6902,Combo8,draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,1178.8851,0.00026399,0.1573,4,10
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Nonogram Android,5d406c47cf18f200178643cf,com.easybrain.nonogram,1897.2346,Combo10,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,365.6717,8.189e-05,0.1554,4,10
Gamebasics BV,561e8d936b8d90f61a000c29,,Sales Ops,Online Soccer Manager - iOS,6130d1b1e4bcd916bfa188d5,400201466,564.0222,Combo7,casino.draftkings.com,602442ef9f0893001526406b,US,1225.3136,0.00027439,0.1548,4,10
INJOY TECHNOLOGY PTE.LTD.,5f687c6436ca1e0016d5fd6d,APAC,Seven Tu,Shareit Lite,65016fb65946c49eb49f6691,shareit.lite,559.5803,Combo7,casino.draftkings.com,602442ef9f0893001526406b,US,1225.3136,0.00027439,0.1535,4,10
Scopely,561e8d966b8d90f61a003414,Americas,Natalie Kenyon,Stumble Guys,6413698f6e7664ba85e052b5,1541153375,555.163,Combo7,casino.draftkings.com,602442ef9f0893001526406b,US,1225.3136,0.00027439,0.1523,4,10
Gamebasics BV,561e8d936b8d90f61a000c29,,Sales Ops,Online Soccer Manager - iOS,6130d1b1e4bcd916bfa188d5,400201466,564.0222,Combo8,draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,1178.8851,0.00026399,0.1489,4,10
GeoTechnologies Inc.,5f45fb2f150074001547df11,APAC,Nam Trinh,トリマ-移動するだけでポイントが貯まる,5f45ffd8256e1b0001a4189a,jp.co.incrementp.milemobile,1808.1312,Combo10,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,365.6717,8.189e-05,0.1481,4,10
INJOY TECHNOLOGY PTE.LTD.,5f687c6436ca1e0016d5fd6d,APAC,Seven Tu,Shareit Lite,65016fb65946c49eb49f6691,shareit.lite,559.5803,Combo8,draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,1178.8851,0.00026399,0.1477,4,10
Bluetile Games,64803209bfd9aa0011593484,EMEA,Tori Edwards,Yatzy - Dice Game,649eeab39018de0fbec588f6,1602149052,506.2068,Combo6,draftkings.com,5f6413c9612b1a0015099993,CA,1296.3796,0.0002903,0.147,6,10
Scopely,561e8d966b8d90f61a003414,Americas,Natalie Kenyon,Stumble Guys,6413698f6e7664ba85e052b5,1541153375,555.163,Combo8,draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,1178.8851,0.00026399,0.1466,4,10
Playsimple Games,568b8cb3bb2089a80600000a,Americas,Rutvij Jadav,Crossword Explorer,61fbd43bbb5dc5ef7a216388,1512407890,534.354,Combo7,casino.draftkings.com,602442ef9f0893001526406b,US,1225.3136,0.00027439,0.1466,8,10
Mattel163 Limited,5b0fc58f19829714e5ad0d2f,APAC,Aria Gao,UNO!™,5b14f1387ea39141340a6d68,com.matteljv.uno,1202.5102,Combo9,draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,537.4353,0.00012035,0.1447,4,10
ToGather Fun Limited,634d301fa3774b001b7c0dbc,APAC,Harper Zhang,Screw Sort Puzzle,6667a74988cc429f2d801763,6499293031,1193.3197,Combo9,draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,537.4353,0.00012035,0.1436,4,10
Ketchapp,561e8d956b8d90f61a0030cf,EMEA,Hadil Salameh,Rider,590b5df4004ccfdd3b000a35,1229618961,517.3778,Combo7,casino.draftkings.com,602442ef9f0893001526406b,US,1225.3136,0.00027439,0.142,4,10
LOTUM Media GmbH,561e8d936b8d90f61a0014ca,EMEA,Hadil Salameh,4 Pics 1 Word iOS,5130b34aff10712a34000051,595558452,1732.9825,Combo10,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,365.6717,8.189e-05,0.1419,6,10
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Solitaire Spider GP,5ebc16f75ebede000128445b,com.easybrain.spider.solitaire,513.6172,Combo7,casino.draftkings.com,602442ef9f0893001526406b,US,1225.3136,0.00027439,0.1409,8,10
Bluetile Games,64803209bfd9aa0011593484,EMEA,Tori Edwards,Yatzy - Dice Game,649eeab39018de0fbec588f6,1602149052,506.2068,Combo7,casino.draftkings.com,602442ef9f0893001526406b,US,1225.3136,0.00027439,0.1389,6,10
Ketchapp,561e8d956b8d90f61a0030cf,EMEA,Hadil Salameh,Rider,590b5df4004ccfdd3b000a35,1229618961,517.3778,Combo8,draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,1178.8851,0.00026399,0.1366,4,10
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Pixel Art - Color by Number,5a167dd1d0d008d90400a61d,1274972321,1640.7307,Combo10,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,365.6717,8.189e-05,0.1344,4,10
Playsimple Games,568b8cb3bb2089a80600000a,Americas,Rutvij Jadav,Tile Match -Triple puzzle game,64ee188a4ca99f72ba7c5d70,in.playsimple.triple.tile.matchgame.pair.three.puzzle.object.royale,1639.763,Combo10,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,365.6717,8.189e-05,0.1343,4,10
Veraxen Ltd,561e8d936b8d90f61a00134a,EMEA,Kseniia Fesenko,Jigsaw Collection HD,524ad17f92fcd29365000006,642831690,1626.5089,Combo10,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,365.6717,8.189e-05,0.1332,4,10
Code Dish GmbH,64075f57d6da1900141e5aba,EMEA,Hadil Salameh,Tile Match - Match Puzzle Game,63ff39ab1e40c644de13073f,6444056676,1595.8747,Combo10,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,365.6717,8.189e-05,0.1307,6,10
Voodoo,56d55c72562b9c353800000d,EMEA,Hadil Salameh,Hole.io,5f5ba15b8b44650001cad5b7,1389111413,1588.1584,Combo10,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,365.6717,8.189e-05,0.13,4,10
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Hidden Spots,6672d811429c14443ac5fb6d,com.easybrain.hidden.spots,1078.6017,Combo9,draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,537.4353,0.00012035,0.1298,4,10
FotMob AS,66e0182c82571e00117d2acb,EMEA,Louis Wallworth,FotMob iOS,66e0363553834547abf558a2,488575683,1584.5514,Combo10,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,365.6717,8.189e-05,0.1298,4,10
Mattel163 Limited,5b0fc58f19829714e5ad0d2f,APAC,Aria Gao,Phase 10 Android,5d81cc3fe412d000189dc34b,com.mattel163.phase10,1583.0986,Combo10,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,365.6717,8.189e-05,0.1296,4,10
HIGAME Jsc,62664065ca13b50011fb00a2,APAC,Nam Trinh,Milk Tea iDrink Joke,666979901c5137fed0edf34e,6444123306,1551.55,Combo10,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,365.6717,8.189e-05,0.127,2,10
Voodoo,56d55c72562b9c353800000d,EMEA,Hadil Salameh,Hole.io,5b2a4c2c8815f423b86d090f,io.voodoo.holeio,1045.8782,Combo9,draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,537.4353,0.00012035,0.1259,4,10
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Sudoku Killer iOS,5e84a5d1ce415a000187164f,1505735640,1530.1728,Combo10,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,365.6717,8.189e-05,0.1253,4,10
Code Dish GmbH,64075f57d6da1900141e5aba,EMEA,Hadil Salameh,"Sweet Crunch - Matching, Blast Puzzle Game",6051fadcdec34f1e8a8888cc,com.cookie.match3.casual,1034.5435,Combo9,draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,537.4353,0.00012035,0.1245,6,10
FARSUN PTE LTD,66aafef7514c00001147c0c9,APAC,Harper Zhang,FlickReels,66ac9c873343191babdad3e8,com.zyhwplatform.shortplay,1012.3075,Combo9,draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,537.4353,0.00012035,0.1218,4,10
INJOY TECHNOLOGY PTE.LTD.,5f687c6436ca1e0016d5fd6d,APAC,Seven Tu,SHAREit,64db6180d4592a1f1c806bde,725215120,1482.4063,Combo10,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,365.6717,8.189e-05,0.1214,4,10
Gravity Labs,677cecb33b9ea20011273987,APAC,Ives Cui,Moneywalk_iOS,677cf457a18672e70722b88f,1638253339,1417.9879,Combo10,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,365.6717,8.189e-05,0.1161,6,10
Mattel163 Limited,5b0fc58f19829714e5ad0d2f,APAC,Aria Gao,Skip-Bo Android,60891d3bc6ed3ae6ebd0cf3a,com.mattel163.skipbo,963.685,Combo9,draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,537.4353,0.00012035,0.116,4,10
IEC Global Pty Ltd.,5b1f351e3eddeb10ce7fa54c,APAC,Nam Trinh,Water Sort Puzzle iOS,5f2d0c03f503650001351c59,1514542157,916.6048,Combo9,draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,537.4353,0.00012035,0.1103,2,10
Voodoo,56d55c72562b9c353800000d,EMEA,Hadil Salameh,Flappy Dunk,5950d4eef493bbec54002184,1235581326,901.4023,Combo9,draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,537.4353,0.00012035,0.1085,4,10
FALCON GLOBAL LTD.,5a57133a3610bbb671016ff3,APAC,Nam Trinh,Cake Sort - Color Puzzle Game IOS PM D2M,64781b96dac1393f38b604ca,6448392144,892.843,Combo9,draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,537.4353,0.00012035,0.1075,2,10
LOTUM Media GmbH,561e8d936b8d90f61a0014ca,EMEA,Hadil Salameh,4 Pics 1 Word Android,515aff900964d0f21f00000e,de.lotum.whatsinthefoto.us,850.5224,Combo9,draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,537.4353,0.00012035,0.1024,6,10
Voodoo,56d55c72562b9c353800000d,EMEA,Hadil Salameh,Ball Blast,5af56c332803314ab33837f0,1383187127,829.4025,Combo9,draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,537.4353,0.00012035,0.0998,4,10
Mattel163 Limited,5b0fc58f19829714e5ad0d2f,APAC,Aria Gao,UNO!™,5b14f1387ea39141340a6d68,com.matteljv.uno,1202.5102,Combo10,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,365.6717,8.189e-05,0.0985,4,10
ToGather Fun Limited,634d301fa3774b001b7c0dbc,APAC,Harper Zhang,Screw Sort Puzzle,6667a74988cc429f2d801763,6499293031,1193.3197,Combo10,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,365.6717,8.189e-05,0.0977,4,10
Gametion,561e8d956b8d90f61a0026fb,Americas,Rutvij Jadav,Ludo King,57bd636e47a977322200001a,993090598,806.2307,Combo9,draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,537.4353,0.00012035,0.097,4,10
Gametion,561e8d956b8d90f61a0026fb,Americas,Rutvij Jadav,Ludo King,57bfce9a3ce6f97623000025,com.ludo.king,802.8256,Combo9,draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,537.4353,0.00012035,0.0966,4,10
SmartNews,67d0848db62d6b0011ccb35e,Americas,Lisa Tolentino,SmartNews for docomo,69680f5935536525d31e36b2,com.nttdocomo.android.mymagazine,802.949,Combo9,draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,537.4353,0.00012035,0.0966,6,10
Aged Studio Limited,5fc7301f7a7f0200153979c7,APAC,Seven Tu,Aged Solitaire GP,67d553af916355d36b9391fc,com.agedstudio.card.solitaire.klondike,771.6683,Combo9,draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,537.4353,0.00012035,0.0929,4,10
SuperSonic Studios,5e3692d21cd3cb0018dd4329,EMEA,Beth Taylor-Lowen,Going Balls,5fa029b49f4c0275a7cf1372,1499081620,771.2801,Combo9,draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,537.4353,0.00012035,0.0928,4,10
