account_id,account_name,account_daily_spend,blocked_creative_id,is_high_spend_creative
606c7bac7a37680015801ad8,jiayou,196782.26,6526e0feb1392d001124df7d_368921098_54,False
606c7bac7a37680015801ad8,jiayou,196782.26,6526e0feb1392d001124df7d_368921098_58,False
606c7bac7a37680015801ad8,jiayou,196782.26,6526e0feb1392d001124df7d_368921098_60,False
606c7bac7a37680015801ad8,jiayou,196782.26,6526e0feb1392d001124df7d_368921098_68,False
606c7bac7a37680015801ad8,jiayou,196782.26,6526e0feb1392d001124df7d_368921098_69,False
606c7bac7a37680015801ad8,jiayou,196782.26,6526e0feb1392d001124df7d_368921098_35,False
606c7bac7a37680015801ad8,jiayou,196782.26,6526e0feb1392d001124df7d_368921098_7,False
606c7bac7a37680015801ad8,jiayou,196782.26,6526e0feb1392d001124df7d_368921098_74,False
606c7bac7a37680015801ad8,jiayou,196782.26,6526e0feb1392d001124df7d_368921098_19,False
606c7bac7a37680015801ad8,jiayou,196782.26,6526e0feb1392d001124df7d_368921098_78,False
606c7bac7a37680015801ad8,jiayou,196782.26,6526e0feb1392d001124df7d_368921098_8,False
606c7bac7a37680015801ad8,jiayou,196782.26,6526e0feb1392d001124df7d_368921098_44,False
606c7bac7a37680015801ad8,jiayou,196782.26,5f6413c9612b1a0015099993_645243,False
606c7bac7a37680015801ad8,jiayou,196782.26,6526e0feb1392d001124df7d_368921098_81,False
606c7bac7a37680015801ad8,jiayou,196782.26,5f6413c9612b1a0015099993_630403,False
606c7bac7a37680015801ad8,jiayou,196782.26,5f6413c9612b1a0015099993_757747,False
606c7bac7a37680015801ad8,jiayou,196782.26,5e89fcef428f870016d9e994_344970414,False
606c7bac7a37680015801ad8,jiayou,196782.26,5e89fcef428f870016d9e994_364004856,False
606c7bac7a37680015801ad8,jiayou,196782.26,5e89fcef428f870016d9e994_364058676,False
606c7bac7a37680015801ad8,jiayou,196782.26,5e89fcef428f870016d9e994_366071893,False
606c7bac7a37680015801ad8,jiayou,196782.26,6526e0feb1392d001124df7d_362511276,False
606c7bac7a37680015801ad8,jiayou,196782.26,6526e0feb1392d001124df7d_365195754_26,False
606c7bac7a37680015801ad8,jiayou,196782.26,6526e0feb1392d001124df7d_368921098_2,False
606c7bac7a37680015801ad8,jiayou,196782.26,6526e0feb1392d001124df7d_368921098_24,False
606c7bac7a37680015801ad8,jiayou,196782.26,6526e0feb1392d001124df7d_368921098_29,False
606c7bac7a37680015801ad8,jiayou,196782.26,6526e0feb1392d001124df7d_368921098_48,False
606c7bac7a37680015801ad8,jiayou,196782.26,6526e0feb1392d001124df7d_368921098_56,False
606c7bac7a37680015801ad8,jiayou,196782.26,6526e0feb1392d001124df7d_368921098_65,False
606c7bac7a37680015801ad8,jiayou,196782.26,5e89fcef428f870016d9e994_366135944,False
606c7bac7a37680015801ad8,jiayou,196782.26,6526e0feb1392d001124df7d_368921098_72,False
606c7bac7a37680015801ad8,jiayou,196782.26,6526e0feb1392d001124df7d_368921098_86,False
606c7bac7a37680015801ad8,jiayou,196782.26,6526e0feb1392d001124df7d_368921098_96,False
606c7bac7a37680015801ad8,jiayou,196782.26,6526e0feb1392d001124df7d_368921098_82,False
606c7bac7a37680015801ad8,jiayou,196782.26,5e89fcef428f870016d9e994_32_7314485684433051907,False
606c7bac7a37680015801ad8,jiayou,196782.26,5e89fcef428f870016d9e994_351111753,False
606c7bac7a37680015801ad8,jiayou,196782.26,5e89fcef428f870016d9e994_365416582,False
606c7bac7a37680015801ad8,jiayou,196782.26,5e89fcef428f870016d9e994_370709579,False
606c7bac7a37680015801ad8,jiayou,196782.26,615ff7aacf8ca30017d834ea_360342965,False
606c7bac7a37680015801ad8,jiayou,196782.26,6526e0feb1392d001124df7d_353343945,False
