app_id,account_id,exemptions
5346f0f55cd3b9056a000074,561e8d936b8d90f61a000455,[]
685f0edd6d5c129491a495a9,685efaf2892f9d0011d7b87f,"[{""advCatId"": ""V1-6"", ""domain"": ""draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""5f6413c9612b1a0015099993"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""casino.draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""5f6413c9612b1a0015099993"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""602442ef9f0893001526406b"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""casino.draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""602442ef9f0893001526406b"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""casino.draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""64f77eca27f7020011a853b1"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""64f77eca27f7020011a853b1"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""sportsbook.draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""62f47a393a874f001b0a20c6"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""6135c233b2f85d001747c3d2"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""6177a5dce899b2001727f1e8"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""sportsbook.draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""67926a1377bd1c00117a7b54"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""casino.draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""6135c233b2f85d001747c3d2"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""62563a74f5c7a20011b32398"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""671a9d1a69f3560011055966"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""688a2196206ad6dea34bcf23"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""61c23cfa1958de001706a194"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""5fffe796e4fa2100156e364a"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""6526e0feb1392d001124df7d"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""615ff7aacf8ca30017d834ea"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""5f3dc36a8421a5001528b784"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""67926a1377bd1c00117a7b54"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""sportsbook.draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""62563a74f5c7a20011b32398"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""5e56893e6c71d40018de3ad1"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""sportsbook.draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""6358477435d47b0014f36d9b"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""60bdc983a982ad0017edb6f7"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""62f47a393a874f001b0a20c6"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""casino.draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""6177a5dce899b2001727f1e8"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""60ebaee89459b10017db3907"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""67cffc9a23012b0011aed182"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""casino.draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""6358477435d47b0014f36d9b"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""671bd87469f356001105653b"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""casino.draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""6526e0feb1392d001124df7d"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""5bc0e10e25c7d7796ebe8fc0"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""fanduel.com"", ""bundle"": """", ""rtbAccountId"": ""5bc0e10e25c7d7796ebe8fc0"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""ads.betmgm.bet.br"", ""bundle"": """", ""rtbAccountId"": ""5caf77f1e04ca66a2d4bcd7c"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""betmgm.co.uk"", ""bundle"": """", ""rtbAccountId"": ""5bc0e10e25c7d7796ebe8fc0"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""bet365.bet.br"", ""bundle"": """", ""rtbAccountId"": ""59791c2469736e2d62002c8f"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""bet365.com"", ""bundle"": """", ""rtbAccountId"": ""65660afecebd4a0011dcc2ac"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""ads.betmgm.bet.br"", ""bundle"": """", ""rtbAccountId"": ""6135c233b2f85d001747c3d2"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""betmgm.com"", ""bundle"": """", ""rtbAccountId"": ""5f6413c9612b1a0015099993"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""bet365.bet.br"", ""bundle"": """", ""rtbAccountId"": ""5f8f4996f2a95d39439fccf1"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""fanduel.com"", ""bundle"": """", ""rtbAccountId"": ""60770b778d0e4a0015f20ea9"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""bet365.com"", ""bundle"": """", ""rtbAccountId"": ""671a9d1a69f3560011055966"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""bet365.com"", ""bundle"": """", ""rtbAccountId"": ""61c23cfa1958de001706a194"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""ads.betmgm.bet.br"", ""bundle"": """", ""rtbAccountId"": ""61e94b2bc6dbdc0017ea3870"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""ads.betmgm.bet.br"", ""bundle"": """", ""rtbAccountId"": ""671bd87469f356001105653b"", ""country"": """"}, {""advCatId"": ""V2-10"", ""domain"": ""kalshi.com"", ""bundle"": """", ""rtbAccountId"": ""5f6413c9612b1a0015099993"", ""country"": """"}, {""advCatId"": ""V2-10"", ""domain"": ""kalshi.com"", ""bundle"": """", ""rtbAccountId"": ""5bc0e10e25c7d7796ebe8fc0"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""sportsbook.draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""5bc0e10e25c7d7796ebe8fc0"", ""country"": """"}]"
69437e6fed3b627e3079edb8,69379d46192ce0aadaecc874,[]
698a67f2da615c18d6dab1bd,698a6771eea67583ba0bada3,[]
689c4f436dce1f7513be19b9,6107c3b4abaef100175b9029,[]
632cc70d35cc2d93ebf3b2d5,622b9915ac4bf1001715b790,[]
659e1333a5c8c578aac410f0,5b975fcedc73276356309362,"[{""advCatId"": ""V1-6"", ""domain"": ""fonbet.ru"", ""bundle"": """", ""rtbAccountId"": ""5f6413c9612b1a0015099993"", ""country"": ""RU""}, {""advCatId"": ""V1-6"", ""domain"": ""ru.pariru.ios"", ""bundle"": """", ""rtbAccountId"": ""5f6413c9612b1a0015099993"", ""country"": ""RU""}, {""advCatId"": ""V1-6"", ""domain"": ""winline.ru"", ""bundle"": """", ""rtbAccountId"": ""5f6413c9612b1a0015099993"", ""country"": ""RU""}, {""advCatId"": ""V1-6"", ""domain"": ""fon.bet"", ""bundle"": """", ""rtbAccountId"": ""5f6413c9612b1a0015099993"", ""country"": ""RU""}, {""advCatId"": ""V1-6"", ""domain"": ""pari.ru"", ""bundle"": """", ""rtbAccountId"": ""5fd73c61617f68000fb6584f"", ""country"": ""RU""}, {""advCatId"": ""V1-6"", ""domain"": ""ligastavok.ru"", ""bundle"": """", ""rtbAccountId"": ""5fd73c61617f68000fb6584f"", ""country"": ""RU""}, {""advCatId"": ""V1-6"", ""domain"": ""winline.ru"", ""bundle"": """", ""rtbAccountId"": ""60770b778d0e4a0015f20ea9"", ""country"": ""RU""}, {""advCatId"": ""V1-6"", ""domain"": ""lattfolloweaken.com"", ""bundle"": """", ""rtbAccountId"": ""60bdc983a982ad0017edb6f7"", ""country"": ""RU""}, {""advCatId"": ""V1-6"", ""domain"": ""olimp.bet"", ""bundle"": """", ""rtbAccountId"": ""5f6413c9612b1a0015099993"", ""country"": ""RU""}, {""advCatId"": ""V1-6"", ""domain"": ""wisewaveltd.com"", ""bundle"": """", ""rtbAccountId"": ""60bdc983a982ad0017edb6f7"", ""country"": ""RU""}, {""advCatId"": ""V1-6"", ""domain"": ""winline.ru"", ""bundle"": """", ""rtbAccountId"": ""5fd73c61617f68000fb6584f"", ""country"": ""RU""}, {""advCatId"": ""V1-6"", ""domain"": ""tamyatrenduniverse.com"", ""bundle"": """", ""rtbAccountId"": ""60bdc983a982ad0017edb6f7"", ""country"": ""RU""}, {""advCatId"": ""V1-6"", ""domain"": ""blackjackist.com"", ""bundle"": """", ""rtbAccountId"": ""60bdc983a982ad0017edb6f7"", ""country"": ""RU""}, {""advCatId"": ""V1-6"", ""domain"": ""zupee.com"", ""bundle"": """", ""rtbAccountId"": ""5f6413c9612b1a0015099993"", ""country"": ""IN""}, {""advCatId"": ""V1-6"", ""domain"": ""id.mpl.live"", ""bundle"": """", ""rtbAccountId"": ""5f6413c9612b1a0015099993"", ""country"": ""IN""}, {""advCatId"": ""V1-6"", ""domain"": ""probo.in"", ""bundle"": """", ""rtbAccountId"": ""5f6413c9612b1a0015099993"", ""country"": ""IN""}, {""advCatId"": ""V1-6"", ""domain"": ""pocket52.com"", ""bundle"": """", ""rtbAccountId"": ""5f6413c9612b1a0015099993"", ""country"": ""IN""}, {""advCatId"": ""V1-6"", ""domain"": ""pocket52.in"", ""bundle"": """", ""rtbAccountId"": ""5f6413c9612b1a0015099993"", ""country"": ""IN""}, {""advCatId"": ""V1-6"", ""domain"": ""rummytime.com"", ""bundle"": """", ""rtbAccountId"": ""5f6413c9612b1a0015099993"", ""country"": ""IN""}, {""advCatId"": ""V1-6"", ""domain"": ""a23poker.com"", ""bundle"": """", ""rtbAccountId"": ""5f6413c9612b1a0015099993"", ""country"": ""IN""}, {""advCatId"": ""V1-6"", ""domain"": ""games24x7.com"", ""bundle"": """", ""rtbAccountId"": ""5f6413c9612b1a0015099993"", ""country"": ""IN""}, {""advCatId"": ""V1-6"", ""domain"": ""googll.store"", ""bundle"": """", ""rtbAccountId"": ""5f6413c9612b1a0015099993"", ""country"": ""IN""}, {""advCatId"": ""V1-6"", ""domain"": ""a23.com"", ""bundle"": """", ""rtbAccountId"": ""5f6413c9612b1a0015099993"", ""country"": ""IN""}, {""advCatId"": ""V1-6"", ""domain"": ""bc91231.com"", ""bundle"": """", ""rtbAccountId"": ""5f6413c9612b1a0015099993"", ""country"": ""IN""}, {""advCatId"": ""V1-6"", ""domain"": ""rummyculture.com"", ""bundle"": """", ""rtbAccountId"": ""5f6413c9612b1a0015099993"", ""country"": ""IN""}, {""advCatId"": ""V1-6"", ""domain"": ""gatesofolympus.com"", ""bundle"": """", ""rtbAccountId"": ""5f6413c9612b1a0015099993"", ""country"": ""ID""}, {""advCatId"": ""V1-6"", ""domain"": ""gameqqx.com"", ""bundle"": """", ""rtbAccountId"": ""5f6413c9612b1a0015099993"", ""country"": ""ID""}, {""advCatId"": ""V1-6"", ""domain"": ""com.id5l777.ntla197"", ""bundle"": """", ""rtbAccountId"": ""5f6413c9612b1a0015099993"", ""country"": ""ID""}, {""advCatId"": ""V1-6"", ""domain"": ""play.zhsta.com"", ""bundle"": """", ""rtbAccountId"": ""5f6413c9612b1a0015099993"", ""country"": ""ID""}, {""advCatId"": ""V1-6"", ""domain"": ""mintegral.com"", ""bundle"": """", ""rtbAccountId"": ""60bdc983a982ad0017edb6f7"", ""country"": ""ID""}, {""advCatId"": ""V1-6"", ""domain"": ""tamyatrenduniverse.com"", ""bundle"": """", ""rtbAccountId"": ""60bdc983a982ad0017edb6f7"", ""country"": ""ID""}, {""advCatId"": ""V1-6"", ""domain"": ""playnwin.cyou"", ""bundle"": """", ""rtbAccountId"": ""5f6413c9612b1a0015099993"", ""country"": ""ID""}, {""advCatId"": ""V1-6"", ""domain"": ""zyngapoker.com"", ""bundle"": """", ""rtbAccountId"": ""5f06518e8421a500152881bb"", ""country"": ""ID""}, {""advCatId"": ""V1-6"", ""domain"": ""mintegral.com"", ""bundle"": """", ""rtbAccountId"": ""60bdc983a982ad0017edb6f7"", ""country"": ""BR""}, {""advCatId"": ""V1-6"", ""domain"": ""mt.dhgygw.top"", ""bundle"": """", ""rtbAccountId"": ""60bdc983a982ad0017edb6f7"", ""country"": ""BR""}, {""advCatId"": ""V1-6"", ""domain"": ""trucovamos.com"", ""bundle"": """", ""rtbAccountId"": ""60bdc983a982ad0017edb6f7"", ""country"": ""BR""}, {""advCatId"": ""V1-6"", ""domain"": ""mt.hug8e.top"", ""bundle"": """", ""rtbAccountId"": ""60bdc983a982ad0017edb6f7"", ""country"": ""BR""}, {""advCatId"": ""V1-6"", ""domain"": ""draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""5f6413c9612b1a0015099993"", ""country"": ""US""}, {""advCatId"": ""V1-6"", ""domain"": ""casino.draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""5f6413c9612b1a0015099993"", ""country"": ""US""}, {""advCatId"": ""V1-6"", ""domain"": ""sportsbook.draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""5f6413c9612b1a0015099993"", ""country"": ""US""}, {""advCatId"": ""V1-6"", ""domain"": ""casino.draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""5bc0e10e25c7d7796ebe8fc0"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""underdogfantasy.com"", ""bundle"": """", ""rtbAccountId"": ""5f6413c9612b1a0015099993"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""sportsbook.draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""5bc0e10e25c7d7796ebe8fc0"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""underdogfantasy.com"", ""bundle"": """", ""rtbAccountId"": ""5bc0e10e25c7d7796ebe8fc0"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""fanduel.com"", ""bundle"": """", ""rtbAccountId"": ""5bc0e10e25c7d7796ebe8fc0"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""5bc0e10e25c7d7796ebe8fc0"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""hardrock.bet"", ""bundle"": """", ""rtbAccountId"": ""5bc0e10e25c7d7796ebe8fc0"", ""country"": """"}]"
689b0fdef369593cb0e287e9,67c01767cc8ae200116e5d00,"[{""advCatId"": ""V1-6"", ""domain"": ""draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""5f6413c9612b1a0015099993"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""casino.draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""5f6413c9612b1a0015099993"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""602442ef9f0893001526406b"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""casino.draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""602442ef9f0893001526406b"", ""country"": """"}]"
685b5c3275c4436861cc7bec,67b5bff30471850011443643,[]
63d77f6407dd8c480b4ebaa1,59baf611f2287a750a0034c2,[]
